seed,sample_size,explainer,metric,estimate,ci_low,ci_high,n,prediction_preservation_rate,runtime_ms
101,50,randomized_negative_control,deletion_fidelity_aopc_at_3,1.0413684842146105,0.8141964822919967,1.2698494528464694,50,1.0,1.480965000013157
101,50,randomized_negative_control,stability_top3_jaccard,0.29600000000000004,0.23395,0.364,50,1.0,1.480965000013157
101,100,exact_linear,deletion_fidelity_aopc_at_3,1.8510506874694945,1.6101912397339806,2.093844453807454,100,1.0,2.3737140000150703
101,100,exact_linear,stability_top3_jaccard,0.965,0.94,0.985,100,1.0,2.3737140000150703
101,100,randomized_negative_control,deletion_fidelity_aopc_at_3,0.9498207884482308,0.7717592230531964,1.139448584057605,100,1.0,2.958876000008104
101,100,randomized_negative_control,stability_top3_jaccard,0.24500000000000002,0.21097499999999994,0.279,100,1.0,2.958876000008104
101,200,exact_linear,deletion_fidelity_aopc_at_3,1.8547784945775725,1.7068093739760752,2.0023120456207195,200,0.995,4.862690999999586
101,200,exact_linear,stability_top3_jaccard,0.9748743718592965,0.957286432160804,0.9874371859296482,199,0.995,4.862690999999586
101,200,randomized_negative_control,deletion_fidelity_aopc_at_3,0.7858734342086912,0.6952274795273683,0.8781204929593935,200,0.995,5.26435000000447
101,200,randomized_negative_control,stability_top3_jaccard,0.24422110552763823,0.21658291457286433,0.27036432160804025,199,0.995,5.26435000000447
